Date;Open;High;Low;Close;Adj Close;Volume
10/06/19;48,950001;49,23;48,330002;48,34;35,17894;11670100
11/06/19;49,759998;51,48;49,66;51,43;37,427662;44669000
12/06/19;51,549999;52,09;50,93;51,490002;37,471321;24531300
13/06/19;51,900002;52,25;51,59;51,849998;37,733311;18058600
14/06/19;51,700001;51,82;51,150002;51,400002;37,405827;20375200
17/06/19;51;51,330002;50,200001;50,200001;36,532543;20551200
18/06/19;51;52,419998;51;52;37,842472;27229300
19/06/19;53;53,099998;51,830002;52,299999;38,060795;23746400
21/06/19;52,75;52,93;52,099998;52,439999;38,162682;20492800
24/06/19;52,48;52,48;52,099998;52,400002;38,133572;9338300
25/06/19;52,189999;52,470001;51,34;51,380001;37,391273;12449700
26/06/19;51,5;52,040001;51,369999;51,580002;37,536819;13277900
27/06/19;52,150002;52,150002;51,52;51,700001;37,624153;14941500
28/06/19;52,07;52,200001;51,689999;51,82;37,711479;11106100
01/07/19;53,099998;53,790001;53,099998;53,650002;39,043243;22807300
02/07/19;54,099998;54,16;50,02;51,389999;37,398548;48452700
03/07/19;51,77;51,970001;51,150002;51,290001;37,325771;19929700
04/07/19;51,68;52,099998;51,150002;51,669998;37,602318;16192600
05/07/19;50,400002;50,580002;49,759998;50,360001;36,648979;27847600
08/07/19;50,650002;51,599998;50,459999;50,950001;37,078346;12777600
10/07/19;51,610001;52,560001;51,400002;52,130001;37,937077;28106700
11/07/19;51,869999;52,5;51,720001;52,049999;37,87886;18567500
12/07/19;52,459999;52,779999;51,73;51,810001;37,704205;22248600
15/07/19;52,459999;52,93;52,25;52,689999;38,344612;20144200
16/07/19;53,200001;53,470001;52,790001;53,049999;38,606598;17393700
17/07/19;52,990002;53,119999;52,459999;52,689999;38,344612;13876700
18/07/19;52,610001;52,82;52,23;52,59;38,271839;12217200
19/07/19;52,810001;53,23;52,549999;52,720001;38,366444;11523100
22/07/19;52,18;52,66;51,810001;52,450001;38,16996;11348100
23/07/19;52,400002;52,599998;51,759998;51,759998;37,667816;11146800
24/07/19;51,09;51,259998;50,549999;50,650002;36,860027;25121800
25/07/19;51;51,119999;50,099998;50,490002;36,743587;12761900
26/07/19;51;51,049999;50,18;50,23;36,554375;12604500
29/07/19;50,299999;50,599998;49,799999;50,259998;36,576202;8462200
30/07/19;50,169998;50,580002;50,009998;50,009998;36,394272;10182500
31/07/19;50,380001;50,549999;49,220001;49,810001;36,248718;23244900
01/08/19;49,240002;49,34;48,25;48,400002;35,22261;45701400
02/08/19;48,200001;48,290001;47,41;47,84;34,815075;19834300
05/08/19;46,599998;46,599998;45,759998;46;33,476032;36490300
06/08/19;46,459999;46,970001;46,290001;46,619999;33,927235;21913400
07/08/19;45,849998;46,48;45,450001;46,48;33,825352;20828200
